Sno 	 time	 AAWT
 106	 212	 5.878415004249381
 107	 214	 5.956578546954736
 108	 216	 5.913788961742176
 109	 218	 5.90669876756414
 110	 220	 6.57945525870011
 111	 222	 6.178255952168996
 112	 224	 6.61149105176361
 113	 226	 6.136801785030865
 114	 228	 6.662568369355077
 115	 230	 6.344731387958928
 116	 232	 6.040521314872299
 117	 234	 5.921595380634281
 118	 236	 6.236631206989584
 119	 238	 6.062174534885728
 120	 240	 5.847100896179847
 121	 242	 6.148223114979926
 122	 244	 6.416667226934694
 123	 246	 6.736984059063644
 124	 248	 6.611099351506819
 125	 250	 5.804321657899692
 126	 252	 5.728692851448107
 127	 254	 5.871484485491944
 128	 256	 6.162759841385413
 129	 258	 6.296636810643514
 130	 260	 6.009494365283839
 131	 262	 5.613580764208741
 132	 264	 5.7566639279558
 133	 266	 6.022722733011612
 134	 268	 6.544605129227213
 135	 270	 5.665038867113621
 136	 272	 5.891889662737016
 137	 274	 5.870557283594917
 138	 276	 6.526970753629792
 139	 278	 6.10464109915075
 140	 280	 5.68457610948131
 141	 282	 6.236269007674626
 142	 284	 6.436191829106066
 143	 286	 6.050530795049208
 144	 288	 5.861759140935342
 145	 290	 6.345859216666445
 146	 292	 6.250074178805252
 147	 294	 6.007159651613958
 148	 296	 6.435046702323595
 149	 298	 6.0681423275052815
 150	 300	 5.912086831043352
 151	 302	 6.270491299490951
 152	 304	 6.277495173340049
 153	 306	 6.881032539066371
 154	 308	 6.45143648308527
 155	 310	 6.127494689803687
 156	 312	 6.187019381584599
 157	 314	 5.931445332657271
 158	 316	 5.943625702153351
 159	 318	 6.918746813587282
 160	 320	 5.559404291360817
 161	 322	 6.314108615018259
 162	 324	 6.264047026103136
 163	 326	 6.0344674237628135
 164	 328	 6.377790506827179
 165	 330	 6.067751144139743
 166	 332	 5.8692942731927005
 167	 334	 6.559030310306709
 168	 336	 6.208551876821737
 169	 338	 6.051165902688521
 170	 340	 5.499562638868736
 171	 342	 6.5612317570926875
 172	 344	 5.954084016226797
 173	 346	 6.479880371036574
 174	 348	 6.217049111959547
 175	 350	 6.420293208081372
 176	 352	 5.692376239624392
 177	 354	 6.463934342156424
 178	 356	 6.472925849137506
 179	 358	 6.080159406251477
 180	 360	 6.114136499571284
 181	 362	 5.662463230116873
 182	 364	 5.55492116579073
 183	 366	 6.7827950673244555
 184	 368	 5.895661601840708
 185	 370	 5.682897328068956
 186	 372	 6.00537805725301
 187	 374	 6.300270868034791
 188	 376	 6.45381613777106
 189	 378	 5.817934303241778
 190	 380	 5.87521796134466
 191	 382	 6.292694678774203
 192	 384	 6.06936977310976
 193	 386	 6.222453329179308
 194	 388	 6.011351697023684
 195	 390	 5.8351513983092955
 196	 392	 6.069894935100653
 197	 394	 6.2157949061641755
 198	 396	 6.927831469652424
 199	 398	 5.975086684541283
 200	 400	 5.910331469318882
 201	 402	 6.189098277455117
 202	 404	 5.980446351271278
 203	 406	 6.218364718301592
 204	 408	 6.063599382151674
 205	 410	 5.664475089197981
 206	 412	 5.81567479111968
 207	 414	 5.817638938320133
 208	 416	 5.806528741726111
 209	 418	 6.172992595843043
 210	 420	 6.31184257148298
 211	 422	 6.1682147973384
 212	 424	 5.775436697805114
 213	 426	 6.019396112244273
 214	 428	 5.72604852765404
 215	 430	 5.876777564525945
 216	 432	 5.691037180371025
 217	 434	 6.121641955443849
 218	 436	 6.019718239222578
 219	 438	 6.3296743446864125
 220	 440	 6.423777096051902
 221	 442	 6.261092210910487
 222	 444	 5.83458178824311
 223	 446	 6.509018854526855
 224	 448	 6.189867596716236
 225	 450	 5.910719828410134
 226	 452	 6.19720587993355
 227	 454	 6.493482336080549
 228	 456	 6.468684470346516
 229	 458	 5.697738167732074
 230	 460	 6.13408834640304
 231	 462	 6.013705899932832
 232	 464	 5.96546818724381
 233	 466	 6.155393964223176
 234	 468	 5.86948215569497
 235	 470	 6.192255917314101
 236	 472	 6.099240734733597
 237	 474	 5.8485701169419295
 238	 476	 6.251663504317198
 239	 478	 5.816310427282922
 240	 480	 6.073404809234332
 241	 482	 6.135579512911758
 242	 484	 6.239752456086593
 243	 486	 6.171290969172144
 244	 488	 6.4718164690761055
 245	 490	 5.884640746012807
 246	 492	 6.208944190118498
 247	 494	 6.350409146302199
 248	 496	 6.001967890288648
 249	 498	 5.984840090915924
 250	 500	 6.370198057726662
 251	 502	 6.107215313741156
 252	 504	 5.909695291410448
 253	 506	 6.405224801759746
 254	 508	 6.260221150585831
 255	 510	 5.918090014361381
 256	 512	 6.062716647566298
 257	 514	 6.415988517404256
 258	 516	 5.741592113639903
 259	 518	 5.5188580933922555
 260	 520	 6.350753733934506
 261	 522	 6.036803915198922
 262	 524	 5.744492480635856
 263	 526	 6.01789479233685
 264	 528	 6.185970408214007
 265	 530	 5.990372148084685
 266	 532	 6.237929095922768
 267	 534	 5.962137552385153
 268	 536	 5.776003514134079
 269	 538	 5.9297598348349885
 270	 540	 5.755227780572299
 271	 542	 5.845832185683731
 272	 544	 6.22150664336187
 273	 546	 5.996535747859706
 274	 548	 6.339736686281647
 275	 550	 6.182911458788303
 276	 552	 5.833958148220408
 277	 554	 6.183093269195585
 278	 556	 6.093709595312246
 279	 558	 6.200588512805237
 280	 560	 6.138866583454684
 281	 562	 6.336901467773956
 282	 564	 5.845063451244375
 283	 566	 5.903949747831493
 284	 568	 6.071614876950954
 285	 570	 5.813260658986294
 286	 572	 5.847864887348977
 287	 574	 6.1298872729836065
 288	 576	 5.929708601098528
 289	 578	 6.526586486640487
 290	 580	 5.732756006936148
 291	 582	 5.584855744847726
 292	 584	 5.627973326615217
 293	 586	 5.967491911890181
 294	 588	 5.615630437803881
 295	 590	 6.39447026041914
 296	 592	 6.120793139643248
 297	 594	 6.073162675834702
 298	 596	 5.84021802900137
 299	 598	 5.8562581870312425
 300	 600	 6.132437810600285
 301	 602	 5.987051476339659
 302	 604	 6.09489579159968
 303	 606	 6.022614381956882
 304	 608	 5.455971969123702
 305	 610	 5.718283206666748
 306	 612	 6.10541397562037
 307	 614	 6.1825983420181245
 308	 616	 5.59608082186799
 309	 618	 5.93971655840976
 310	 620	 6.372039334811165
 311	 622	 5.912316618854176
 312	 624	 6.078155475552503
 313	 626	 6.138042684658077
 314	 628	 6.125167801051433
 315	 630	 6.265475770904556
 316	 632	 6.340706678639363
 317	 634	 6.360815664510918
 318	 636	 5.900995954059291
 319	 638	 6.0702793076214
 320	 640	 6.007191638929335
 321	 642	 6.012182374347952
 322	 644	 6.089287752437821
 323	 646	 6.384155033259181
 324	 648	 6.0680914456449315
 325	 650	 5.811669900402161
 326	 652	 5.891103949078706
 327	 654	 5.990765113397535
 328	 656	 5.8992919325330595
 329	 658	 5.537981393207333
 330	 660	 5.823168807554078
 331	 662	 6.0208848229422465
 332	 664	 6.160865202913944
 333	 666	 5.975712734141412
 334	 668	 6.475064616129166
 335	 670	 5.735578176164259
 336	 672	 5.895286577578585
 337	 674	 5.989980309866963
 338	 676	 6.145243787877119
 339	 678	 5.7897812387292085
 340	 680	 5.66511264598759
 341	 682	 5.792281434986622
 342	 684	 5.850585823595576
 343	 686	 6.240920444517724
 344	 688	 5.831784428784979
 345	 690	 6.269301127585757
 346	 692	 5.8400690423157045
 347	 694	 5.917188657610317
 348	 696	 5.735117954047962
 349	 698	 6.044569656016543
 350	 700	 5.97222927354146
 351	 702	 6.333737495471534
 352	 704	 6.15886760521797
 353	 706	 5.734064168696375
 354	 708	 5.780640881697783
 355	 710	 6.358488626323741
 356	 712	 5.883020522246086
 357	 714	 5.820770170167317
 358	 716	 6.074126471108175
 359	 718	 6.257314005173234
 360	 720	 5.997090531371614
 361	 722	 5.8497118780988995
 362	 724	 6.33745407464606
 363	 726	 6.003504049889051
 364	 728	 5.923770094095364
 365	 730	 6.015706438113256
 366	 732	 6.011361949695213
 367	 734	 6.121371157374
 368	 736	 6.271768740426704
 369	 738	 6.468480531820736
 370	 740	 5.9587696139183475
 371	 742	 6.014932395248443
 372	 744	 5.882938454555785
 373	 746	 6.193265828015301
 374	 748	 6.17685307482172
 375	 750	 6.13880646984171
 376	 752	 5.944095736952624
 377	 754	 5.851377466006993
 378	 756	 6.125751036275528
 379	 758	 6.073286767626322
 380	 760	 6.0820236196551996
 381	 762	 5.854841008232954
 382	 764	 5.926785998894133
 383	 766	 5.984357896602549
 384	 768	 5.718030536582457
 385	 770	 5.771674798961193
 386	 772	 6.409565300028422
 387	 774	 6.094015340530516
 388	 776	 6.069560432804429
 389	 778	 6.035406170574079
 390	 780	 5.822234587177372
 391	 782	 6.077230267896689
 392	 784	 6.096347027324699
 393	 786	 5.881536316729419
 394	 788	 5.758257478497575
 395	 790	 6.092210568866422
 396	 792	 6.179141696067527
 397	 794	 5.9618860748909235
 398	 796	 5.604672599824421
 399	 798	 5.659315650878075
 400	 800	 6.167999008555637
 401	 802	 6.16063989233924
 402	 804	 5.699878990076744
 403	 806	 5.959397510537985
 404	 808	 6.245108748370748
 405	 810	 5.987109655105241
 406	 812	 6.167906733577845
 407	 814	 6.3260791780138526
 408	 816	 6.171923741643757
 409	 818	 6.301970511222858
 410	 820	 5.765940589366661
 411	 822	 6.174411818055436
 412	 824	 6.35266500672289
 413	 826	 6.029911321704362
 414	 828	 5.9975265954907995
 415	 830	 5.864403850976549
 416	 832	 5.962040606069494
 417	 834	 6.135067581070417
 418	 836	 5.92405047959776
 419	 838	 6.298935475241978
 420	 840	 5.735133591240155
 421	 842	 6.033272840484063
 422	 844	 6.008655187819999
 423	 846	 6.057164692521008
 424	 848	 6.217791244898232
 425	 850	 6.352732383543512
 426	 852	 5.922553609803418
 427	 854	 5.692350903377494
 428	 856	 6.193656431074354
 429	 858	 6.2367631944290975
 430	 860	 6.176748856545557
 431	 862	 6.064979990610347
 432	 864	 6.134496825861551
 433	 866	 6.096130234439663
 434	 868	 5.9568634904565805
 435	 870	 6.245530465571492
 436	 872	 6.124640468978951
 437	 874	 6.001252345475229
 438	 876	 5.876135196794407
 439	 878	 6.272670307254835
 440	 880	 6.2636110608296915
 441	 882	 5.900940855405424
 442	 884	 6.03039038629966
 443	 886	 6.0544973294246
 444	 888	 6.175156828646526
 445	 890	 6.291650657041851
 446	 892	 6.051563907286766
 447	 894	 6.074558014646777
 448	 896	 6.0143769271369125
 449	 898	 6.418679870005204
 450	 900	 5.75319413377537
 451	 902	 6.3201747987060655
 452	 904	 5.804782059033689
 453	 906	 5.869304726914554
 454	 908	 6.243152545467836
 455	 910	 6.127325088554252
 456	 912	 6.016600805720697
 457	 914	 6.562059337461531
 458	 916	 5.818648215085807
 459	 918	 6.184819577770626
 460	 920	 6.035262098363275
 461	 922	 5.7771246340539
 462	 924	 6.029960615682332
 463	 926	 6.137348798597932
 464	 928	 6.052147449572081
 465	 930	 6.023448028886867
 466	 932	 6.317941450685181
 467	 934	 6.176633879940673
 468	 936	 6.094926575952513
 469	 938	 6.016777319213488
 470	 940	 6.051014573548773
 471	 942	 6.270553859900747
 472	 944	 6.225326876933068
 473	 946	 5.690614886887281
 474	 948	 6.013008795455284
 475	 950	 6.101888150095778
 476	 952	 6.1660132619721395
 477	 954	 6.239013009068265
 478	 956	 6.12303758580579
 479	 958	 6.143289075420274
 480	 960	 6.236076166343611
 481	 962	 6.16489884521921
 482	 964	 6.181149305838568
 483	 966	 6.1944957152932085
 484	 968	 6.141438538473169
 485	 970	 6.18104134056668
 486	 972	 5.865985229614912
 487	 974	 5.951701619747233
 488	 976	 6.057342626528946
 489	 978	 6.189936355879549
 490	 980	 6.058519800482621
 491	 982	 6.208583208529148
 492	 984	 5.829024277624759
 493	 986	 6.207500778312265
 494	 988	 6.094187955045472
 495	 990	 5.753051195081555
 496	 992	 5.998200663373761
 497	 994	 6.210536772432398
 498	 996	 6.256859544133121
 499	 998	 6.000600207153819
 500	 1000	 5.910816066516752
 501	 1002	 6.332901197120353
 502	 1004	 5.993620544468799
 503	 1006	 6.614796798112463
 504	 1008	 6.329478990704058
 505	 1010	 5.9169921771516725
 506	 1012	 5.970517392649966
 507	 1014	 5.998243107854088
 508	 1016	 6.2223339698621345
 509	 1018	 5.909996383041066
 510	 1020	 6.192847566875026
 511	 1022	 6.056752034101382
 512	 1024	 6.044152310561689
 513	 1026	 6.024565195750492
 514	 1028	 6.2294531011810905
 515	 1030	 6.20804111311831
 516	 1032	 6.127077179241776
 517	 1034	 6.1695601831825995
 518	 1036	 5.902195139952566
 519	 1038	 5.893089901382775
 520	 1040	 6.512364833234387
 521	 1042	 5.864049545493861
 522	 1044	 6.248122123881991
 523	 1046	 6.2875253465677465
 524	 1048	 6.014308122625807
 525	 1050	 6.297597777302902
 526	 1052	 6.103306640487205
 527	 1054	 6.028674972363387
 528	 1056	 5.75676947701728
 529	 1058	 6.469227006262033
 530	 1060	 5.99948324710899
 531	 1062	 6.058632640918126
 532	 1064	 6.093173680334937
 533	 1066	 5.8053347872569825
 534	 1068	 5.807403465338051
 535	 1070	 6.249833114526746
 536	 1072	 6.120807946877395
 537	 1074	 5.796120493427538
 538	 1076	 5.782735391750894
 539	 1078	 6.061898707306124
 540	 1080	 6.293044191873318
 541	 1082	 5.942632851004502
 542	 1084	 6.1278580081559975
 543	 1086	 6.143554144765941
 544	 1088	 5.973124289328093
 545	 1090	 5.773739119892412
 546	 1092	 6.014661416459396
 547	 1094	 5.988217253239491
 548	 1096	 6.415491492644932
 549	 1098	 5.603068157060217
 550	 1100	 6.113987776363892
 551	 1102	 6.02204612998509
 552	 1104	 6.165965431159191
 553	 1106	 6.00721941812602
 554	 1108	 6.118837904085602
 555	 1110	 6.300346207600209
 556	 1112	 6.436061292426418
 557	 1114	 6.124486993272447
 558	 1116	 5.9868150543859695
 559	 1118	 5.803230981023543
 560	 1120	 6.04853435112343
 561	 1122	 5.944913582809289
 562	 1124	 5.982173745825137
 563	 1126	 5.795570312667745
 564	 1128	 5.859176568932394
 565	 1130	 6.036177133519024
 566	 1132	 6.009892939306462
 567	 1134	 6.215479596347216
 568	 1136	 5.895454568708506
 569	 1138	 6.091610483867151
 570	 1140	 6.2617950048131785
 571	 1142	 6.069043300053571
 572	 1144	 6.234105639061957
 573	 1146	 6.052230135416889
 574	 1148	 6.056575870524708
 575	 1150	 5.749706319128858
 576	 1152	 6.085126629178151
 577	 1154	 6.060091124800877
 578	 1156	 5.844938553810066
 579	 1158	 5.7501608324150055
 580	 1160	 6.397786430890268
 581	 1162	 5.961162316102302
 582	 1164	 5.8995488831873155
 583	 1166	 5.773479829864133
 584	 1168	 6.001399829233591
 585	 1170	 6.105596276198859
 586	 1172	 6.181306670314475
 587	 1174	 6.182034909644163
 588	 1176	 5.758662722521113
 589	 1178	 5.747016817517956
 590	 1180	 5.866879380515096
 591	 1182	 5.932753668221611
 592	 1184	 6.2364029113885975
 593	 1186	 6.03965391085375
 594	 1188	 6.021600133047565
 595	 1190	 6.078086916896983
 596	 1192	 6.260434966105877
 597	 1194	 6.0160129420286035
 598	 1196	 5.9664616193344555
 599	 1198	 6.088994505284816
 600	 1200	 6.158512814755368
 601	 1202	 5.894863550758045
 602	 1204	 5.61471472190471
 603	 1206	 6.254860604404635
 604	 1208	 6.104199317452677
 605	 1210	 6.094297543857462
 606	 1212	 6.172762984590923
 607	 1214	 6.133842367257629
 608	 1216	 6.280864212073934
 609	 1218	 5.865434067351526
 610	 1220	 6.273362930642439
 611	 1222	 6.011331906971907
 612	 1224	 6.002702889907089
 613	 1226	 5.941853418383472
 614	 1228	 5.932121585458671
 615	 1230	 6.341123319884267
 616	 1232	 6.1736269711974785
 617	 1234	 5.947023346927276
 618	 1236	 6.046168550012605
 619	 1238	 5.975860287514504
 620	 1240	 5.9265813280491795
 621	 1242	 5.933142108802902
 622	 1244	 6.218241978899263
 623	 1246	 5.843408765963325
 624	 1248	 6.385132027530486
 625	 1250	 6.1271699079054605
 626	 1252	 6.152645919447407
 627	 1254	 5.875014432878441
 628	 1256	 5.943414457970492
 629	 1258	 6.075413442279776
 630	 1260	 6.0252077042051875
 631	 1262	 6.052810490570827
 632	 1264	 6.036188778554009
 633	 1266	 6.056021058772473
 634	 1268	 6.035872224836267
 635	 1270	 5.997964556780525
 636	 1272	 6.257469942558022
 637	 1274	 6.18452956856496
 638	 1276	 6.35802619051292
 639	 1278	 6.291258397736097
 640	 1280	 5.974373619324988
 641	 1282	 6.018461600005194
 642	 1284	 6.486749245290907
 643	 1286	 6.274750928047819
 644	 1288	 6.006664519505452
 645	 1290	 5.880294974549675
 646	 1292	 5.914693699990282
 647	 1294	 6.189614212756051
 648	 1296	 5.996453704050213
 649	 1298	 6.152930876087776
 650	 1300	 6.192767588881994
 651	 1302	 6.278136627684569
 652	 1304	 5.966036412778338
 653	 1306	 6.367308348490076
 654	 1308	 6.3561085783683495
 655	 1310	 5.99678700215321
 656	 1312	 5.930258903972061
 657	 1314	 6.288666572108044
 658	 1316	 5.814100042004429
 659	 1318	 6.253645611366373
 660	 1320	 6.151673799622614
 661	 1322	 6.424922534530926
 662	 1324	 6.143459718938982
 663	 1326	 6.172870388072333
 664	 1328	 5.896143720274213
 665	 1330	 5.961365118940163
 666	 1332	 6.206278902159911
 667	 1334	 5.752878279177927
 668	 1336	 5.949123785772666
 669	 1338	 6.426861092815248
 670	 1340	 6.17781505535611
 671	 1342	 5.958429699557891
 672	 1344	 6.4967344647969245
 673	 1346	 5.896060576307098
 674	 1348	 5.974618722468749
 675	 1350	 5.975095558150729
 676	 1352	 6.119910367717803
 677	 1354	 6.012281004646703
 678	 1356	 6.301034774432435
 679	 1358	 5.97591620777841
 680	 1360	 6.043336691725434
 681	 1362	 6.035272078652546
 682	 1364	 6.088991743787503
 683	 1366	 6.3484477058381925
 684	 1368	 6.063143767073563
 685	 1370	 5.998660879042381
 686	 1372	 6.011491296470035
 687	 1374	 5.858733607391079
 688	 1376	 6.1452984903506325
 689	 1378	 6.0489943685868806
 690	 1380	 6.169313046512326
 691	 1382	 5.813527515508686
 692	 1384	 5.999148261054511
 693	 1386	 5.767636310498395
 694	 1388	 5.895376127648484
 695	 1390	 6.164154881568898
 696	 1392	 6.291849549232369
 697	 1394	 5.92992504217959
 698	 1396	 6.187427067343691
 699	 1398	 6.061374752245485
 700	 1400	 6.00367163391256
 701	 1402	 5.86898773017997
 702	 1404	 5.970588563342183
 703	 1406	 5.933371148293454
 704	 1408	 6.09034283545054
 705	 1410	 6.0502527087394755
 706	 1412	 5.899900165685905
 707	 1414	 6.176171561956083
 708	 1416	 5.948053452169539
 709	 1418	 6.018161539138321
 710	 1420	 6.284255008589775
 711	 1422	 5.781669263894637
 712	 1424	 5.949595679106119
 713	 1426	 6.140717688722776
 714	 1428	 5.976110091772643
 715	 1430	 5.963018524133575
 716	 1432	 6.037036136041217
 717	 1434	 6.003532025221848
 718	 1436	 6.015100588881043
 719	 1438	 5.972646039456505
 720	 1440	 6.112154624869148
 721	 1442	 5.917523344267275
 722	 1444	 5.900649566060914
 723	 1446	 5.954420290608642
 724	 1448	 6.223612152583537
 725	 1450	 6.092834952767403
 726	 1452	 6.155374966377862
 727	 1454	 5.880992421302585
 728	 1456	 6.271483819973921
 729	 1458	 6.08763712851911
 730	 1460	 6.328194755482914
 731	 1462	 6.11532054237072
 732	 1464	 5.9820504589298995
 733	 1466	 6.183248042582893
 734	 1468	 6.299248395596147
 735	 1470	 6.060111011307951
 736	 1472	 6.081229216071983
 737	 1474	 5.9185434487192765
 738	 1476	 6.006213698730108
 739	 1478	 6.278826995050599
 740	 1480	 5.966721097155869
 741	 1482	 6.192282996393134
 742	 1484	 5.965492791797163
 743	 1486	 6.130788360204638
 744	 1488	 5.991218142683407
 745	 1490	 6.016992211275992
 746	 1492	 6.073348795751413
 747	 1494	 5.984042854904786
 748	 1496	 5.9607861120071695
 749	 1498	 5.953068671986025
 750	 1500	 6.158882457571233
 751	 1502	 5.983907875771962
 752	 1504	 6.201203316033334
 753	 1506	 5.931237563627908
 754	 1508	 6.07344163635097
 755	 1510	 6.253944057939082
 756	 1512	 6.124424909099712
 757	 1514	 6.1835147016407115
 758	 1516	 6.157948139008114
 759	 1518	 5.934833202539477
 760	 1520	 6.0256549387389
 761	 1522	 5.99577403999022
 762	 1524	 5.984947667418079
 763	 1526	 6.19248464961671
 764	 1528	 5.942044478405548
 765	 1530	 5.999361830394275
 766	 1532	 6.0075312926706
 767	 1534	 6.082144636575839
 768	 1536	 6.166983460466171
 769	 1538	 5.997125114441834
 770	 1540	 5.963223560367391
 771	 1542	 6.261556348453196
 772	 1544	 6.190053035833559
 773	 1546	 6.293620683793297
 774	 1548	 6.037376472454434
 775	 1550	 6.021584571100921
 776	 1552	 6.102732342074501
 777	 1554	 6.065661430780746
 778	 1556	 6.214121715936201
 779	 1558	 6.090935577564418
 780	 1560	 5.757457175221343
 781	 1562	 6.03650234075875
 782	 1564	 6.150865018842735
 783	 1566	 6.290415640006645
 784	 1568	 6.0689575891898855
 785	 1570	 6.120724992495161
 786	 1572	 6.26503713606531
 787	 1574	 5.910039651732319
 788	 1576	 6.091610162840807
 789	 1578	 6.0607887561237845
 790	 1580	 5.841771154592166
 791	 1582	 5.912305470982453
 792	 1584	 6.205129525247764
 793	 1586	 6.124729843481023
 794	 1588	 6.046741013733449
 795	 1590	 6.036144641897406
 796	 1592	 6.331471309040073
 797	 1594	 6.135358194700863
 798	 1596	 6.095014110070193
 799	 1598	 5.9319768331241445
 800	 1600	 6.235939575140097
 801	 1602	 5.922324977799387
 802	 1604	 5.911841543665429
 803	 1606	 6.041552429172358
 804	 1608	 6.036816976934889
 805	 1610	 6.150815072567132
 806	 1612	 6.185276238815766
 807	 1614	 6.264015384797492
 808	 1616	 6.033297127522495
 809	 1618	 6.062462418678394
 810	 1620	 5.9522080792018786
 811	 1622	 6.150928431143832
 812	 1624	 6.117624552792115
 813	 1626	 6.040805122232919
 814	 1628	 6.171721722397814
 815	 1630	 6.194802791187106
 816	 1632	 6.030455543554912
 817	 1634	 6.1016870289359275
 818	 1636	 6.176691910573452
 819	 1638	 5.917339831075239
 820	 1640	 6.156749366426765
 821	 1642	 6.106183075990223
 822	 1644	 6.1822916990294985
 823	 1646	 6.139137391181732
 824	 1648	 5.890090733552593
 825	 1650	 6.245042093795994
 826	 1652	 6.036778434416555
 827	 1654	 6.151070980946264
 828	 1656	 6.153955943415534
 829	 1658	 6.107536472787257
 830	 1660	 5.874613806449711
 831	 1662	 6.138007004672564
 832	 1664	 6.335613968689263
 833	 1666	 6.086835478740614
 834	 1668	 6.103666335755621
 835	 1670	 5.97290208749093
 836	 1672	 5.996301593940084
 837	 1674	 5.98983805559677
 838	 1676	 6.059325065929548
 839	 1678	 6.107532827020447
 840	 1680	 5.961451925660809
 841	 1682	 6.070539018090836
 842	 1684	 5.976281058400712
 843	 1686	 5.704892400481864
 844	 1688	 5.981147373433626
 845	 1690	 5.9679252516147345
 846	 1692	 6.099444807710383
 847	 1694	 5.929731209366089
 848	 1696	 5.9615066896677105
 849	 1698	 5.970057651021659
 850	 1700	 5.91037905330636
 851	 1702	 6.006470956431153
 852	 1704	 5.941038014563895
 853	 1706	 5.873470288342816
 854	 1708	 5.872440047395965
 855	 1710	 5.9638237269278305
 856	 1712	 6.103594482447481
 857	 1714	 5.976215060579505
 858	 1716	 6.023933482400301
 859	 1718	 6.221728260151683
 860	 1720	 5.9788180335325345
 861	 1722	 6.181573690970383
 862	 1724	 6.224085760133058
 863	 1726	 6.016463422023027
 864	 1728	 6.068641318947228
 865	 1730	 6.227348351382163
 866	 1732	 5.842272853140029
 867	 1734	 5.940801280082172
 868	 1736	 6.147976413745852
 869	 1738	 5.998664129785675
 870	 1740	 6.162426695249623
 871	 1742	 6.078111649498988
 872	 1744	 5.923921631492277
 873	 1746	 5.963116256405799
 874	 1748	 6.051584542060228
 875	 1750	 6.12201401036942
 876	 1752	 5.98503820758059
 877	 1754	 6.103209448785298
 878	 1756	 6.091023050436736
 879	 1758	 5.7801272758505196
 880	 1760	 6.140613680115962
 881	 1762	 6.0294827495535515
 882	 1764	 5.997692777964095
 883	 1766	 5.966140263071496
 884	 1768	 5.971294911658686
 885	 1770	 6.093472704113516
 886	 1772	 6.037601075639126
 887	 1774	 6.113250693311259
 888	 1776	 6.079408613047048
 889	 1778	 6.244751304137441
 890	 1780	 5.8768688846214365
 891	 1782	 6.188657760799468
 892	 1784	 6.246229014669051
 893	 1786	 6.211087263783685
 894	 1788	 6.1919565724520185
 895	 1790	 6.01987386931789
 896	 1792	 6.061747199519063
 897	 1794	 6.152565377189789
 898	 1796	 6.041920526349699
 899	 1798	 6.110939345076944
